#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    3.85979e-01	    1.81113e+00	    1.52643e-02	    7.82243e-03	   -3.52292e-03	   -1.48743e-03	   -3.93037e-03	   -1.69859e-03	   -2.68968e-03	   -9.14357e-04
    4.00905e-01	    1.81113e+00	    1.58374e-02	    8.35986e-03	   -3.41128e-03	   -1.48649e-03	   -3.82443e-03	   -1.70761e-03	   -2.50864e-03	   -8.45004e-04
    4.15987e-01	    1.81113e+00	    1.64062e-02	    8.90498e-03	   -3.29213e-03	   -1.47710e-03	   -3.71035e-03	   -1.70784e-03	   -2.31712e-03	   -7.63630e-04
    4.31231e-01	    1.81113e+00	    1.69688e-02	    9.45593e-03	   -3.16578e-03	   -1.45927e-03	   -3.58844e-03	   -1.69926e-03	   -2.11612e-03	   -6.70679e-04
    4.46646e-01	    1.81113e+00	    1.75232e-02	    1.00108e-02	   -3.03260e-03	   -1.43309e-03	   -3.45902e-03	   -1.68190e-03	   -1.90671e-03	   -5.66736e-04
    4.62241e-01	    1.81113e+00	    1.80676e-02	    1.05676e-02	   -2.89301e-03	   -1.39871e-03	   -3.32248e-03	   -1.65587e-03	   -1.69008e-03	   -4.52520e-04
    4.78022e-01	    1.81113e+00	    1.86003e-02	    1.11243e-02	   -2.74745e-03	   -1.35633e-03	   -3.17926e-03	   -1.62132e-03	   -1.46752e-03	   -3.28879e-04
    4.94000e-01	    1.81113e+00	    1.91192e-02	    1.16790e-02	   -2.59641e-03	   -1.30621e-03	   -3.02981e-03	   -1.57848e-03	   -1.24037e-03	   -1.96776e-04
    5.10184e-01	    1.81113e+00	    1.96228e-02	    1.22295e-02	   -2.44041e-03	   -1.24865e-03	   -2.87466e-03	   -1.52761e-03	   -1.01005e-03	   -5.72837e-05
    5.26582e-01	    1.81113e+00	    2.01092e-02	    1.27739e-02	   -2.27999e-03	   -1.18401e-03	   -2.71432e-03	   -1.46904e-03	   -7.78045e-04	    8.84271e-05
    5.43205e-01	    1.81113e+00	    2.05769e-02	    1.33102e-02	   -2.11573e-03	   -1.11269e-03	   -2.54937e-03	   -1.40313e-03	   -5.45848e-04	    2.39105e-04
    5.60063e-01	    1.81113e+00	    2.10241e-02	    1.38363e-02	   -1.94821e-03	   -1.03512e-03	   -2.38039e-03	   -1.33029e-03	   -3.14998e-04	    3.93421e-04
    5.77167e-01	    1.81113e+00	    2.14494e-02	    1.43502e-02	   -1.77804e-03	   -9.51776e-04	   -2.20799e-03	   -1.25097e-03	   -8.70394e-05	    5.49988e-04
    5.94528e-01	    1.81113e+00	    2.18513e-02	    1.48500e-02	   -1.60584e-03	   -8.63152e-04	   -2.03278e-03	   -1.16565e-03	    1.36477e-04	    7.07374e-04
    6.12158e-01	    1.81113e+00	    2.22283e-02	    1.53339e-02	   -1.43223e-03	   -7.69780e-04	   -1.85541e-03	   -1.07485e-03	    3.54024e-04	    8.64117e-04
    6.30069e-01	    1.81113e+00	    2.25791e-02	    1.58000e-02	   -1.25786e-03	   -6.72214e-04	   -1.67651e-03	   -9.79098e-04	    5.64087e-04	    1.01873e-03
    6.48274e-01	    1.81113e+00	    2.29024e-02	    1.62464e-02	   -1.08336e-03	   -5.71025e-04	   -1.49674e-03	   -8.78966e-04	    7.65202e-04	    1.16973e-03
    6.66787e-01	    1.81113e+00	    2.31970e-02	    1.66715e-02	   -9.09373e-04	   -4.66803e-04	   -1.31673e-03	   -7.75034e-04	    9.55947e-04	    1.31563e-03
    6.85622e-01	    1.81113e+00	    2.34617e-02	    1.70735e-02	   -7.36528e-04	   -3.60152e-04	   -1.13716e-03	   -6.67903e-04	    1.13496e-03	    1.45499e-03
    7.04794e-01	    1.81113e+00	    2.36955e-02	    1.74510e-02	   -5.65457e-04	   -2.51681e-04	   -9.58668e-04	   -5.58189e-04	    1.30097e-03	    1.58639e-03
    7.24318e-01	    1.81113e+00	    2.38974e-02	    1.78023e-02	   -3.96788e-04	   -1.42014e-04	   -7.81897e-04	   -4.46514e-04	    1.45276e-03	    1.70846e-03
    7.44211e-01	    1.81113e+00	    2.40666e-02	    1.81261e-02	   -2.31134e-04	   -3.17707e-05	   -6.07489e-04	   -3.33508e-04	    1.58922e-03	    1.81991e-03
    7.64491e-01	    1.81113e+00	    2.42022e-02	    1.84210e-02	   -6.90982e-05	    7.84245e-05	   -4.36071e-04	   -2.19807e-04	    1.70936e-03	    1.91952e-03
    7.85175e-01	    1.81113e+00	    2.43034e-02	    1.86858e-02	    8.87307e-05	    1.87950e-04	   -2.68261e-04	   -1.06046e-04	    1.81227e-03	    2.00614e-03
    8.06284e-01	    1.81113e+00	    2.43697e-02	    1.89192e-02	    2.41779e-04	    2.96191e-04	   -1.04662e-04	    7.14184e-06	    1.89718e-03	    2.07874e-03
    8.27837e-01	    1.81113e+00	    2.44004e-02	    1.91203e-02	    3.89492e-04	    4.02538e-04	    5.41395e-05	    1.19129e-04	    1.96345e-03	    2.13640e-03
    8.49856e-01	    1.81113e+00	    2.43952e-02	    1.92880e-02	    5.31337e-04	    5.06396e-04	    2.07575e-04	    2.29296e-04	    2.01056e-03	    2.17832e-03
    8.72365e-01	    1.81113e+00	    2.43536e-02	    1.94215e-02	    6.66798e-04	    6.07179e-04	    3.55094e-04	    3.37032e-04	    2.03815e-03	    2.20381e-03
    8.95387e-01	    1.81113e+00	    2.42769e-02	    1.95212e-02	    7.95386e-04	    7.04320e-04	    4.96170e-04	    4.41741e-04	    2.04669e-03	    2.21297e-03
    9.18948e-01	    1.81113e+00	    2.41605e-02	    1.95829e-02	    9.16638e-04	    7.97271e-04	    6.30300e-04	    5.42844e-04	    2.03400e-03	    2.20354e-03
    9.43076e-01	    1.81113e+00	    2.40087e-02	    1.96096e-02	    1.03012e-03	    8.85502e-04	    7.57008e-04	    6.39778e-04	    2.00226e-03	    2.17714e-03
    9.67799e-01	    1.81113e+00	    2.38200e-02	    1.95998e-02	    1.13542e-03	    9.68510e-04	    8.75843e-04	    7.32003e-04	    1.95102e-03	    2.13306e-03
    9.93148e-01	    1.81113e+00	    2.35946e-02	    1.95530e-02	    1.23217e-03	    1.04582e-03	    9.86387e-04	    8.19002e-04	    1.88067e-03	    2.07139e-03
    1.01916e+00	    1.81113e+00	    2.33328e-02	    1.94692e-02	    1.32002e-03	    1.11697e-03	    1.08825e-03	    9.00284e-04	    1.79175e-03	    1.99237e-03
    1.04586e+00	    1.81113e+00	    2.30348e-02	    1.93482e-02	    1.39867e-03	    1.18156e-03	    1.18109e-03	    9.75390e-04	    1.68500e-03	    1.89639e-03
    1.07329e+00	    1.81113e+00	    2.27012e-02	    1.91901e-02	    1.46785e-03	    1.23919e-03	    1.26457e-03	    1.04389e-03	    1.56127e-03	    1.78405e-03
    1.10150e+00	    1.81113e+00	    2.23325e-02	    1.89951e-02	    1.52733e-03	    1.28952e-03	    1.33843e-03	    1.10539e-03	    1.42160e-03	    1.65607e-03
    1.13052e+00	    1.81113e+00	    2.19293e-02	    1.87636e-02	    1.57692e-03	    1.33224e-03	    1.40243e-03	    1.15953e-03	    1.26716e-03	    1.51337e-03
    1.16041e+00	    1.81113e+00	    2.14926e-02	    1.84960e-02	    1.61648e-03	    1.36708e-03	    1.45636e-03	    1.20599e-03	    1.09928e-03	    1.35701e-03
    1.19120e+00	    1.81113e+00	    2.10232e-02	    1.81929e-02	    1.64591e-03	    1.39382e-03	    1.50010e-03	    1.24450e-03	    9.19423e-04	    1.18821e-03
    1.22295e+00	    1.81113e+00	    2.05223e-02	    1.78550e-02	    1.66518e-03	    1.41229e-03	    1.53353e-03	    1.27483e-03	    7.29187e-04	    1.00835e-03
    1.25573e+00	    1.81113e+00	    1.99909e-02	    1.74833e-02	    1.67427e-03	    1.42235e-03	    1.55660e-03	    1.29680e-03	    5.30294e-04	    8.18943e-04
    1.28959e+00	    1.81113e+00	    1.94304e-02	    1.70787e-02	    1.67326e-03	    1.42394e-03	    1.56933e-03	    1.31029e-03	    3.24579e-04	    6.21647e-04
    1.32459e+00	    1.81113e+00	    1.88424e-02	    1.66426e-02	    1.66225e-03	    1.41705e-03	    1.57178e-03	    1.31521e-03	    1.13978e-04	    4.18234e-04
    1.36082e+00	    1.81113e+00	    1.82283e-02	    1.61761e-02	    1.64142e-03	    1.40170e-03	    1.56406e-03	    1.31156e-03	   -9.94825e-05	    2.10589e-04
    1.39834e+00	    1.81113e+00	    1.75899e-02	    1.56809e-02	    1.61101e-03	    1.37801e-03	    1.54636e-03	    1.29938e-03	   -3.13708e-04	    6.93926e-07
    1.43724e+00	    1.81113e+00	    1.69291e-02	    1.51587e-02	    1.57132e-03	    1.34615e-03	    1.51894e-03	    1.27879e-03	   -5.26543e-04	   -2.09391e-04
    1.47762e+00	    1.81113e+00	    1.62480e-02	    1.46111e-02	    1.52272e-03	    1.30636e-03	    1.48211e-03	    1.24997e-03	   -7.35795e-04	   -4.17541e-04
    1.51957e+00	    1.81113e+00	    1.55486e-02	    1.40403e-02	    1.46565e-03	    1.25895e-03	    1.43626e-03	    1.21316e-03	   -9.39258e-04	   -6.21597e-04
    1.56319e+00	    1.81113e+00	    1.48334e-02	    1.34484e-02	    1.40062e-03	    1.20429e-03	    1.38185e-03	    1.16870e-03	   -1.13473e-03	   -8.19372e-04
    1.60862e+00	    1.81113e+00	    1.41048e-02	    1.28378e-02	    1.32822e-03	    1.14284e-03	    1.31943e-03	    1.11699e-03	   -1.32003e-03	   -1.00869e-03
    1.65598e+00	    1.81113e+00	    1.33655e-02	    1.22109e-02	    1.24911e-03	    1.07515e-03	    1.24962e-03	    1.05851e-03	   -1.49304e-03	   -1.18740e-03
    1.70541e+00	    1.81113e+00	    1.26181e-02	    1.15704e-02	    1.16403e-03	    1.00182e-03	    1.17310e-03	    9.93816e-04	   -1.65173e-03	   -1.35342e-03
    1.75707e+00	    1.81113e+00	    1.18655e-02	    1.09191e-02	    1.07379e-03	    9.23543e-04	    1.09067e-03	    9.23564e-04	   -1.79418e-03	   -1.50476e-03
    1.81113e+00	    1.81113e+00	    1.11109e-02	    1.02601e-02	    9.79286e-04	    8.41096e-04	    1.00317e-03	    8.48480e-04	   -1.91861e-03	   -1.63953e-03
    1.86778e+00	    1.81113e+00	    1.03573e-02	    9.59631e-03	    8.81481e-04	    7.55328e-04	    9.11546e-04	    7.69372e-04	   -2.02341e-03	   -1.75603e-03
    1.92723e+00	    1.81113e+00	    9.60806e-03	    8.93114e-03	    7.81409e-04	    6.67162e-04	    8.16811e-04	    6.87132e-04	   -2.10719e-03	   -1.85273e-03
    1.98972e+00	    1.81113e+00	    8.86647e-03	    8.26790e-03	    6.80172e-04	    5.77594e-04	    7.20049e-04	    6.02727e-04	   -2.16882e-03	   -1.92835e-03
    2.05551e+00	    1.81113e+00	    8.13599e-03	    7.61008e-03	    5.78926e-04	    4.87683e-04	    6.22407e-04	    5.17191e-04	   -2.20744e-03	   -1.98184e-03
    2.12489e+00	    1.81113e+00	    7.42011e-03	    6.96122e-03	    4.78877e-04	    3.98540e-04	    5.25092e-04	    4.31624e-04	   -2.22250e-03	   -2.01250e-03
    2.19820e+00	    1.81113e+00	    6.72234e-03	    6.32492e-03	    3.81264e-04	    3.11319e-04	    4.29351e-04	    3.47173e-04	   -2.21382e-03	   -2.01995e-03
    2.27578e+00	    1.81113e+00	    6.04618e-03	    5.70480e-03	    2.87344e-04	    2.27202e-04	    3.36457e-04	    2.65021e-04	   -2.18160e-03	   -2.00418e-03
