#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    1.19120e+00	    2.31631e+00	    8.32421e-02	    7.85185e-02	    3.85881e-03	    3.44588e-03	    3.72170e-03	    3.28091e-03	   -3.34491e-02	   -3.07403e-02
    1.22295e+00	    2.31631e+00	    7.97020e-02	    7.52982e-02	    3.75794e-03	    3.35304e-03	    3.64058e-03	    3.20747e-03	   -3.27321e-02	   -3.01684e-02
    1.25573e+00	    2.31631e+00	    7.62086e-02	    7.21090e-02	    3.64884e-03	    3.25312e-03	    3.55036e-03	    3.12620e-03	   -3.19877e-02	   -2.95644e-02
    1.28959e+00	    2.31631e+00	    7.27635e-02	    6.89531e-02	    3.53188e-03	    3.14635e-03	    3.45139e-03	    3.03734e-03	   -3.12168e-02	   -2.89294e-02
    1.32459e+00	    2.31631e+00	    6.93685e-02	    6.58328e-02	    3.40742e-03	    3.03302e-03	    3.34401e-03	    2.94116e-03	   -3.04202e-02	   -2.82644e-02
    1.36082e+00	    2.31631e+00	    6.60254e-02	    6.27505e-02	    3.27585e-03	    2.91341e-03	    3.22862e-03	    2.83791e-03	   -2.95989e-02	   -2.75704e-02
    1.39834e+00	    2.31631e+00	    6.27359e-02	    5.97085e-02	    3.13757e-03	    2.78785e-03	    3.10562e-03	    2.72792e-03	   -2.87541e-02	   -2.68486e-02
    1.43724e+00	    2.31631e+00	    5.95021e-02	    5.67092e-02	    2.99302e-03	    2.65669e-03	    2.97542e-03	    2.61152e-03	   -2.78866e-02	   -2.60999e-02
    1.47762e+00	    2.31631e+00	    5.63260e-02	    5.37550e-02	    2.84268e-03	    2.52031e-03	    2.83851e-03	    2.48907e-03	   -2.69977e-02	   -2.53257e-02
    1.51957e+00	    2.31631e+00	    5.32097e-02	    5.08485e-02	    2.68705e-03	    2.37914e-03	    2.69537e-03	    2.36098e-03	   -2.60886e-02	   -2.45270e-02
    1.56319e+00	    2.31631e+00	    5.01553e-02	    4.79923e-02	    2.52668e-03	    2.23362e-03	    2.54653e-03	    2.22770e-03	   -2.51603e-02	   -2.37053e-02
    1.60862e+00	    2.31631e+00	    4.71651e-02	    4.51890e-02	    2.36214e-03	    2.08427e-03	    2.39258e-03	    2.08970e-03	   -2.42144e-02	   -2.28617e-02
    1.65598e+00	    2.31631e+00	    4.42416e-02	    4.24415e-02	    2.19407e-03	    1.93164e-03	    2.23414e-03	    1.94754e-03	   -2.32521e-02	   -2.19978e-02
    1.70541e+00	    2.31631e+00	    4.13874e-02	    3.97526e-02	    2.02315e-03	    1.77633e-03	    2.07189e-03	    1.80180e-03	   -2.22750e-02	   -2.11151e-02
    1.75707e+00	    2.31631e+00	    3.86049e-02	    3.71253e-02	    1.85013e-03	    1.61900e-03	    1.90657e-03	    1.65312e-03	   -2.12847e-02	   -2.02153e-02
    1.81113e+00	    2.31631e+00	    3.58970e-02	    3.45626e-02	    1.67579e-03	    1.46036e-03	    1.73896e-03	    1.50222e-03	   -2.02828e-02	   -1.93000e-02
    1.86778e+00	    2.31631e+00	    3.32665e-02	    3.20677e-02	    1.50100e-03	    1.30119e-03	    1.56992e-03	    1.34987e-03	   -1.92714e-02	   -1.83712e-02
    1.92723e+00	    2.31631e+00	    3.07164e-02	    2.96441e-02	    1.32668e-03	    1.14235e-03	    1.40039e-03	    1.19690e-03	   -1.82524e-02	   -1.74309e-02
    1.98972e+00	    2.31631e+00	    2.82498e-02	    2.72949e-02	    1.15382e-03	    9.84741e-04	    1.23135e-03	    1.04423e-03	   -1.72279e-02	   -1.64813e-02
    2.05551e+00	    2.31631e+00	    2.58698e-02	    2.50237e-02	    9.83483e-04	    8.29348e-04	    1.06387e-03	    8.92844e-04	   -1.62005e-02	   -1.55249e-02
    2.12489e+00	    2.31631e+00	    2.35798e-02	    2.28340e-02	    8.16785e-04	    6.77221e-04	    8.99094e-04	    7.43794e-04	   -1.51726e-02	   -1.45642e-02
    2.19820e+00	    2.31631e+00	    2.13830e-02	    2.07296e-02	    6.54922e-04	    5.29479e-04	    7.38226e-04	    5.98208e-04	   -1.41471e-02	   -1.36020e-02
    2.27578e+00	    2.31631e+00	    1.92828e-02	    1.87139e-02	    4.99143e-04	    3.87298e-04	    5.82539e-04	    4.57280e-04	   -1.31271e-02	   -1.26414e-02
    2.35807e+00	    2.31631e+00	    1.72825e-02	    1.67906e-02	    3.50747e-04	    2.51910e-04	    4.33364e-04	    3.22265e-04	   -1.21157e-02	   -1.16858e-02
    2.44554e+00	    2.31631e+00	    1.53854e-02	    1.49635e-02	    2.11073e-04	    1.24589e-04	    2.92072e-04	    1.94462e-04	   -1.11167e-02	   -1.07387e-02
    2.53871e+00	    2.31631e+00	    1.35948e-02	    1.32359e-02	    8.14792e-05	    6.63164e-06	    1.60069e-04	    7.52056e-05	   -1.01339e-02	   -9.80396e-03
    2.63821e+00	    2.31631e+00	    1.19138e-02	    1.16113e-02	   -3.66839e-05	   -1.00666e-04	    3.87583e-05	   -3.41607e-05	   -9.17130e-03	   -8.88581e-03
    2.74473e+00	    2.31631e+00	    1.03451e-02	    1.00928e-02	   -1.42099e-04	   -1.96037e-04	   -7.04788e-05	   -1.32314e-04	   -8.23345e-03	   -7.98869e-03
    2.85909e+00	    2.31631e+00	    8.89123e-03	    8.68321e-03	   -2.33527e-04	   -2.78281e-04	   -1.66332e-04	   -2.17989e-04	   -7.32498e-03	   -7.11731e-03
    2.98223e+00	    2.31631e+00	    7.55430e-03	    7.38500e-03	   -3.09858e-04	   -3.46323e-04	   -2.47606e-04	   -2.90032e-04	   -6.45081e-03	   -6.27665e-03
    3.11524e+00	    2.31631e+00	    6.33580e-03	    6.19999e-03	   -3.70170e-04	   -3.99259e-04	   -3.13283e-04	   -3.47452e-04	   -5.61602e-03	   -5.47186e-03
    3.25941e+00	    2.31631e+00	    5.23654e-03	    5.12936e-03	   -4.13804e-04	   -4.36439e-04	   -3.62596e-04	   -3.89495e-04	   -4.82582e-03	   -4.70824e-03
    3.41626e+00	    2.31631e+00	    4.25646e-03	    4.17342e-03	   -4.40437e-04	   -4.57534e-04	   -3.95108e-04	   -4.15723e-04	   -4.08538e-03	   -3.99109e-03
    3.58761e+00	    2.31631e+00	    3.39447e-03	    3.33147e-03	   -4.50181e-04	   -4.62635e-04	   -4.10803e-04	   -4.26104e-04	   -3.39976e-03	   -3.32559e-03

